experiment,setting,T,batch_size,floor,rep,method,beta,value
ts,1,600,10,0.2,0,pess,1.0,1.2213688358168027
ts,1,600,10,0.2,0,pess,5.0,1.2191466135945803
ts,1,600,10,0.2,0,pess,10.0,1.217702169150136
ts,1,600,10,0.5,0,greedy,0.0,1.3555910580390245
ts,1,600,10,0.5,0,pess,0.1,1.3655910580390247
ts,1,600,10,0.5,0,pess,0.2,1.364924391372358
ts,1,600,10,0.5,0,pess,0.5,1.365924391372358
ts,1,600,10,0.5,0,pess,1.0,1.366813280261247
ts,1,600,10,0.5,0,pess,5.0,1.371813280261247
ts,1,600,10,0.5,0,pess,10.0,1.3644799469279136
ts,1,600,10,0.8,0,greedy,0.0,1.3953688358168024
ts,1,600,10,0.8,0,pess,0.1,1.395924391372358
ts,1,600,10,0.8,0,pess,0.2,1.395924391372358
ts,1,600,10,0.8,0,pess,0.5,1.3960355024834692
ts,1,600,10,0.8,0,pess,1.0,1.3955910580390245
ts,1,600,10,0.8,0,pess,5.0,1.3944799469279137
ts,1,600,10,0.8,0,pess,10.0,1.3989243913723581
ts,1,600,100,pure,0,greedy,0.0,1.405924391372358
ts,1,600,100,pure,0,pess,0.1,1.471702169150136
ts,1,600,100,pure,0,pess,0.2,1.4790355024834692
ts,1,600,100,pure,0,pess,0.5,1.4762577247056914
ts,1,600,100,pure,0,pess,1.0,1.4763688358168023
ts,1,600,100,pure,0,pess,5.0,1.475702169150136
ts,1,600,100,pure,0,pess,10.0,1.4771466135945805
ts,1,600,100,0.2,0,greedy,0.0,1.2751466135945801
ts,1,600,100,0.2,0,pess,0.1,1.2793688358168025
ts,1,600,100,0.2,0,pess,0.2,1.2701466135945803
ts,1,600,100,0.2,0,pess,0.5,1.2861466135945803
ts,1,600,100,0.2,0,pess,1.0,1.284924391372358
ts,1,600,100,0.2,0,pess,5.0,1.2834799469279135
ts,1,600,100,0.2,0,pess,10.0,1.2850355024834694
ts,1,600,100,0.5,0,greedy,0.0,1.362702169150136
ts,1,600,100,0.5,0,pess,0.1,1.3631466135945802
ts,1,600,100,0.5,0,pess,0.2,1.362924391372358
ts,1,600,100,0.5,0,pess,0.5,1.3624799469279136
ts,1,600,100,0.5,0,pess,1.0,1.3623688358168025
ts,1,600,100,0.5,0,pess,5.0,1.3675910580390247
ts,1,600,100,0.5,0,pess,10.0,1.3681466135945803
ts,1,600,100,0.8,0,greedy,0.0,1.348924391372358
ts,1,600,100,0.8,0,pess,0.1,1.3422577247056915
ts,1,600,100,0.8,0,pess,0.2,1.3422577247056915
ts,1,600,100,0.8,0,pess,0.5,1.3422577247056915
ts,1,600,100,0.8,0,pess,1.0,1.3422577247056915
ts,1,600,100,0.8,0,pess,5.0,1.332702169150136
ts,1,600,100,0.8,0,pess,10.0,1.460924391372358
ts,2,300,10,pure,0,greedy,0.0,1.1611476448227427
ts,2,300,10,pure,0,pess,0.1,1.3377815188335436
ts,2,300,10,pure,0,pess,0.2,1.3475996239954573
ts,2,300,10,pure,0,pess,0.5,1.3475996239954573
ts,2,300,10,pure,0,pess,1.0,1.3471722138443938
ts,2,300,10,pure,0,pess,5.0,1.3479949061147407
ts,2,300,10,pure,0,pess,10.0,1.3377815188335436
ts,2,300,10,0.2,0,greedy,0.0,1.3075646031160904
ts,2,300,10,0.2,0,pess,0.1,1.3120622645417344
ts,2,300,10,0.2,0,pess,0.2,1.3132150390853876
ts,2,300,10,0.2,0,pess,0.5,1.3042133609857427
ts,2,300,10,0.2,0,pess,1.0,1.31434516801603
ts,2,300,10,0.2,0,pess,5.0,1.3120622645417344
ts,2,300,10,0.2,0,pess,10.0,1.3027435818174076
ts,2,300,10,0.5,0,greedy,0.0,1.1976248588509575
ts,2,300,10,0.5,0,pess,0.1,1.196149367018084
ts,2,300,10,0.5,0,pess,0.2,1.1972753509196992
ts,2,300,10,0.5,0,pess,0.5,1.2029355084062117
ts,2,300,10,0.5,0,pess,1.0,1.2085525939345165
ts,2,300,10,0.5,0,pess,5.0,1.1967323377696206
ts,2,300,10,0.5,0,pess,10.0,1.1956569194806546
ts,2,300,10,0.8,0,greedy,0.0,1.2187004266526797
ts,2,300,10,0.8,0,pess,0.1,1.170623308682139
ts,2,300,10,0.8,0,pess,0.2,1.170623308682139
ts,2,300,10,0.8,0,pess,0.5,1.1704048922160193
ts,2,300,10,0.8,0,pess,1.0,1.170623308682139
ts,2,300,10,0.8,0,pess,5.0,1.170623308682139
ts,2,300,10,0.8,0,pess,10.0,1.1682392424056296
ts,2,300,100,pure,0,greedy,0.0,1.2525820281880884
ts,2,300,100,pure,0,pess,0.1,1.2888867786086293
ts,2,300,100,pure,0,pess,0.2,1.2886191735873247
ts,2,300,100,pure,0,pess,0.5,1.2886191735873247
ts,2,300,100,pure,0,pess,1.0,1.2886412904841782
ts,2,300,100,pure,0,pess,5.0,1.3465487173622768
ts,2,300,100,pure,0,pess,10.0,1.3095753890052737
ts,2,300,100,0.2,0,greedy,0.0,1.329146754317475
ts,2,300,100,0.2,0,pess,0.1,1.331228212130221
ts,2,300,100,0.2,0,pess,0.2,1.33370055064923
ts,2,300,100,0.2,0,pess,0.5,1.318362784594934
ts,2,300,100,0.2,0,pess,1.0,1.3180270452306528
ts,2,300,100,0.2,0,pess,5.0,1.3331041255360405
ts,2,300,100,0.2,0,pess,10.0,1.328678835179091
ts,2,300,100,0.5,0,greedy,0.0,1.1169582216099008
ts,2,300,100,0.5,0,pess,0.1,1.1405247437282855
ts,2,300,100,0.5,0,pess,0.2,1.1417666211772188
ts,2,300,100,0.5,0,pess,0.5,1.1428947234730091
ts,2,300,100,0.5,0,pess,1.0,1.1416793500823819
ts,2,300,100,0.5,0,pess,5.0,1.1415623274648292
ts,2,300,100,0.5,0,pess,10.0,1.1308645475209136
ts,2,300,100,0.8,0,greedy,0.0,1.245902933720357
ts,2,300,100,0.8,0,pess,0.1,1.2522168796637685
ts,2,300,100,0.8,0,pess,0.2,1.2487699530823198
ts,2,300,100,0.8,0,pess,0.5,1.2522168796637685
ts,2,300,100,0.8,0,pess,1.0,1.2522168796637685
ts,2,300,100,0.8,0,pess,5.0,1.2703623731455878
ts,2,300,100,0.8,0,pess,10.0,1.2703805429325312
ts,2,600,10,pure,0,greedy,0.0,1.357116175903176
ts,2,600,10,pure,0,pess,0.1,1.371097417217571
ts,2,600,10,pure,0,pess,0.2,1.3701213335731843
ts,2,600,10,pure,0,pess,0.5,1.371097417217571
ts,2,600,10,pure,0,pess,1.0,1.3724575891357786
ts,2,600,10,pure,0,pess,5.0,1.3703228772760634
ts,2,600,10,pure,0,pess,10.0,1.371097417217571
ts,2,600,10,0.2,0,greedy,0.0,1.257905148897347
ts,2,600,10,0.2,0,pess,0.1,1.2606318488171628
ts,2,600,10,0.2,0,pess,0.2,1.2616250707649028
ts,2,600,10,0.2,0,pess,0.5,1.2605900321618784
ts,2,600,10,0.2,0,pess,1.0,1.262203502342808
ts,2,600,10,0.2,0,pess,5.0,1.2608687096566167
ts,2,600,10,0.2,0,pess,10.0,1.2414097350398328
ts,2,600,10,0.5,0,greedy,0.0,1.3355170145810862
ts,2,600,10,0.5,0,pess,0.1,1.3407983576855587
ts,2,600,10,0.5,0,pess,0.2,1.3406739253389715
ts,2,600,10,0.5,0,pess,0.5,1.3406739253389715
ts,2,600,10,0.5,0,pess,1.0,1.3428946616917752
ts,2,600,10,0.5,0,pess,5.0,1.3406739253389715
ts,2,600,10,0.5,0,pess,10.0,1.344838814083837
ts,2,600,10,0.8,0,greedy,0.0,1.3820049943369215
ts,2,600,10,0.8,0,pess,0.1,1.3793303787293802
ts,2,600,10,0.8,0,pess,0.2,1.3821630387221358
ts,2,600,10,0.8,0,pess,0.5,1.378918276341769
ts,2,600,10,0.8,0,pess,1.0,1.3793303787293802
ts,2,600,10,0.8,0,pess,5.0,1.3821630387221358
ts,2,600,10,0.8,0,pess,10.0,1.3796038210392048
ts,2,600,100,pure,0,greedy,0.0,1.3567875930824553
ts,2,600,100,pure,0,pess,0.1,1.3665770717742347
ts,2,600,100,pure,0,pess,0.2,1.3652286772078757
ts,2,600,100,pure,0,pess,0.5,1.376412979249335
ts,2,600,100,pure,0,pess,1.0,1.3683264370175243
ts,2,600,100,pure,0,pess,5.0,1.3665142208248462
ts,2,600,100,pure,0,pess,10.0,1.3665142208248462
ts,2,600,100,0.2,0,greedy,0.0,1.2025093358753391
ts,2,600,100,0.2,0,pess,0.1,1.188553750583489
ts,2,600,100,0.2,0,pess,0.2,1.1869836247618177
ts,2,600,100,0.2,0,pess,0.5,1.1887831695218074
ts,2,600,100,0.2,0,pess,1.0,1.188895525895977
ts,2,600,100,0.2,0,pess,5.0,1.1877298293181815
ts,2,600,100,0.2,0,pess,10.0,1.187777822743546
ts,2,600,100,0.5,0,greedy,0.0,1.342358572989181
ts,2,600,100,0.5,0,pess,0.1,1.3463914817993081
ts,2,600,100,0.5,0,pess,0.2,1.345456354355264
ts,2,600,100,0.5,0,pess,0.5,1.3463694825139014
ts,2,600,100,0.5,0,pess,1.0,1.3454995155101372
ts,2,600,100,0.5,0,pess,5.0,1.3454791405956843
ts,2,600,100,0.5,0,pess,10.0,1.345273150436704
ts,2,600,100,0.8,0,greedy,0.0,1.287375248503989
ts,2,600,100,0.8,0,pess,0.1,1.2991386143116759
ts,2,600,100,0.8,0,pess,0.2,1.2991386143116759
ts,2,600,100,0.8,0,pess,0.5,1.2991386143116759
ts,2,600,100,0.8,0,pess,1.0,1.2991386143116759
ts,2,600,100,0.8,0,pess,5.0,1.315344726403343
ts,2,600,100,0.8,0,pess,10.0,1.315344726403343
ts,3,300,10,pure,0,greedy,0.0,1.2284322503481355
ts,3,300,10,pure,0,pess,0.001,1.2539035274568882
ts,3,300,10,pure,0,pess,0.01,1.2510105331143224
ts,3,300,10,pure,0,pess,0.1,1.2494192173557106
ts,3,300,10,pure,0,pess,0.2,1.2487134476995994
ts,3,300,10,pure,0,pess,0.5,1.2494192173557106
ts,3,300,10,pure,0,pess,1.0,1.2487134476995994
ts,3,300,10,pure,0,pess,5.0,1.251843916412336
ts,3,300,10,pure,0,pess,10.0,1.251512770968473
ts,3,300,10,0.2,0,greedy,0.0,1.1181258820166613
ts,3,300,10,0.2,0,pess,0.001,1.1194251664553254
ts,3,300,10,0.2,0,pess,0.01,1.1366391861889777
ts,3,300,10,0.2,0,pess,0.1,1.1253346885380124
ts,3,300,10,0.2,0,pess,0.2,1.1366391861889777
ts,3,300,10,0.2,0,pess,0.5,1.1193683195882909
ts,3,300,10,0.2,0,pess,1.0,1.120737295380397
ts,3,300,10,0.2,0,pess,5.0,1.120737295380397
ts,3,300,10,0.2,0,pess,10.0,1.1391565821626894
ts,3,300,10,0.5,0,greedy,0.0,1.1264967001451929
ts,3,300,10,0.5,0,pess,0.001,1.0864124564782305
ts,3,300,10,0.5,0,pess,0.01,1.0895998778697977
ts,3,300,10,0.5,0,pess,0.1,1.0874460114182851
ts,3,300,10,0.5,0,pess,0.2,1.085141720796858
ts,3,300,10,0.5,0,pess,0.5,1.0869209539166804
ts,3,300,10,0.5,0,pess,1.0,1.0931927787964675
ts,3,300,10,0.5,0,pess,5.0,1.0867272191281145
ts,3,300,10,0.5,0,pess,10.0,1.091137897108705
ts,3,300,10,0.8,0,greedy,0.0,1.305492761649237
ts,3,300,10,0.8,0,pess,0.001,1.3124628119385362
ts,3,300,10,0.8,0,pess,0.01,1.3125548883340956
ts,3,300,10,0.8,0,pess,0.1,1.3124628119385362
ts,3,300,10,0.8,0,pess,0.2,1.3124628119385362
ts,3,300,10,0.8,0,pess,0.5,1.312402168509649
ts,3,300,10,0.8,0,pess,1.0,1.3124628119385362
ts,3,300,10,0.8,0,pess,5.0,1.3124628119385362
ts,3,300,10,0.8,0,pess,10.0,1.3124628119385362
ts,3,300,100,pure,0,greedy,0.0,1.1430659739009834
ts,3,300,100,pure,0,pess,0.001,1.1527298672412056
ts,3,300,100,pure,0,pess,0.01,1.1331973650167269
ts,3,300,100,pure,0,pess,0.1,1.1388402182057034
ts,3,300,100,pure,0,pess,0.2,1.1443076548827438
ts,3,300,100,pure,0,pess,0.5,1.1332401608581473
ts,3,300,100,pure,0,pess,1.0,1.137974690089815
ts,3,300,100,pure,0,pess,5.0,1.1335616334393304
ts,3,300,100,pure,0,pess,10.0,1.1345607403245035
ts,3,300,100,0.2,0,greedy,0.0,1.2085783311406777
ts,3,300,100,0.2,0,pess,0.001,1.2282107749060647
ts,3,300,100,0.2,0,pess,0.01,1.2342436242527468
ts,3,300,100,0.2,0,pess,0.1,1.227371295652783
ts,3,300,100,0.2,0,pess,0.2,1.2239845355567522
ts,3,300,100,0.2,0,pess,0.5,1.2277988252962877
ts,3,300,100,0.2,0,pess,1.0,1.232062401131849
ts,3,300,100,0.2,0,pess,5.0,1.2279813171411693
ts,3,300,100,0.2,0,pess,10.0,1.2184819390631645
ts,3,300,100,0.5,0,greedy,0.0,1.187220221178513
ts,3,300,100,0.5,0,pess,0.001,1.1879477626353714
ts,3,300,100,0.5,0,pess,0.01,1.1879477626353714
ts,3,300,100,0.5,0,pess,0.1,1.1879477626353714
ts,3,300,100,0.5,0,pess,0.2,1.1892350604742914
ts,3,300,100,0.5,0,pess,0.5,1.1879477626353714
ts,3,300,100,0.5,0,pess,1.0,1.1899036884537861
ts,3,300,100,0.5,0,pess,5.0,1.1892350604742914
ts,3,300,100,0.5,0,pess,10.0,1.1892350604742914
ts,3,300,100,0.8,0,greedy,0.0,1.1019380870366162
ts,3,300,100,0.8,0,pess,0.001,1.1015320231078307
ts,3,300,100,0.8,0,pess,0.01,1.1013808014862776
ts,3,300,100,0.8,0,pess,0.1,1.0999752687199709
ts,3,300,100,0.8,0,pess,0.2,1.1000993551004736
ts,3,300,100,0.8,0,pess,0.5,1.0796400216777962
ts,3,300,100,0.8,0,pess,1.0,1.1014242605624933
ts,3,300,100,0.8,0,pess,5.0,1.1013808014862776
ts,3,300,100,0.8,0,pess,10.0,1.1014242605624933
ts,3,600,10,pure,0,greedy,0.0,1.3377278096684058
ts,3,600,10,pure,0,pess,0.001,1.3388150838445516
ts,3,600,10,pure,0,pess,0.01,1.3381550277234502
ts,3,600,10,pure,0,pess,0.1,1.3730711630399919
ts,3,600,10,pure,0,pess,0.2,1.372879487330922
ts,3,600,10,pure,0,pess,0.5,1.374060799354413
ts,3,600,10,pure,0,pess,1.0,1.3730711630399919
ts,3,600,10,pure,0,pess,5.0,1.372321294184964
ts,3,600,10,pure,0,pess,10.0,1.3680480735852099
ts,3,600,10,0.2,0,greedy,0.0,1.2067339026613775
ts,3,600,10,0.2,0,pess,0.001,1.2122025616893237
ts,3,600,10,0.2,0,pess,0.01,1.2117281464000635
ts,3,600,10,0.2,0,pess,0.1,1.2122840954290623
ts,3,600,10,0.2,0,pess,0.2,1.2122840954290623
ts,3,600,10,0.2,0,pess,0.5,1.2122840954290623
ts,3,600,10,0.2,0,pess,1.0,1.2126257614056313
ts,3,600,10,0.2,0,pess,5.0,1.2122025616893237
ts,3,600,10,0.2,0,pess,10.0,1.2104218190304379
ts,3,600,10,0.5,0,greedy,0.0,1.1928253026137832
ts,3,600,10,0.5,0,pess,0.001,1.1862572378554181
ts,3,600,10,0.5,0,pess,0.01,1.1823766994023148
ts,3,600,10,0.5,0,pess,0.1,1.182353392629727
ts,3,600,10,0.5,0,pess,0.2,1.181342780227157
ts,3,600,10,0.5,0,pess,0.5,1.1822822437145057
ts,3,600,10,0.5,0,pess,1.0,1.1818608810973354
ts,3,600,10,0.5,0,pess,5.0,1.1822822437145057
ts,3,600,10,0.5,0,pess,10.0,1.1822822437145057
ts,3,600,10,0.8,0,greedy,0.0,1.3963003269349188
ts,3,600,10,0.8,0,pess,0.001,1.39693209797784
ts,3,600,10,0.8,0,pess,0.01,1.3957279237328124
ts,3,600,10,0.8,0,pess,0.1,1.3962157552696495
ts,3,600,10,0.8,0,pess,0.2,1.395994117537014
ts,3,600,10,0.8,0,pess,0.5,1.3962551465938637
ts,3,600,10,0.8,0,pess,1.0,1.3960835852220184
ts,3,600,10,0.8,0,pess,5.0,1.3961229765462326
ts,3,600,10,0.8,0,pess,10.0,1.402834609281931
ts,3,600,100,pure,0,greedy,0.0,1.3557923886581174
ts,3,600,100,pure,0,pess,0.001,1.3529982984423075
ts,3,600,100,pure,0,pess,0.01,1.3584720091477795
ts,3,600,100,pure,0,pess,0.1,1.321141876457421
ts,3,600,100,pure,0,pess,0.2,1.3123871779664937
ts,3,600,100,pure,0,pess,0.5,1.3204791873016943
ts,3,600,100,pure,0,pess,1.0,1.3203732300054885
ts,3,600,100,pure,0,pess,5.0,1.3200617924031126
ts,3,600,100,pure,0,pess,10.0,1.3204791873016943
ts,3,600,100,0.2,0,greedy,0.0,1.1439653107926697
ts,3,600,100,0.2,0,pess,0.001,1.1598809537046475
ts,3,600,100,0.2,0,pess,0.01,1.1590129776849056
ts,3,600,100,0.2,0,pess,0.1,1.153718388456906
ts,3,600,100,0.2,0,pess,0.2,1.1549605478388767
ts,3,600,100,0.2,0,pess,0.5,1.1581254941671892
ts,3,600,100,0.2,0,pess,1.0,1.1700363690967286
ts,3,600,100,0.2,0,pess,5.0,1.1547163673727265
ts,3,600,100,0.2,0,pess,10.0,1.158221880737476
ts,3,600,100,0.5,0,greedy,0.0,1.3198909271557935
ts,3,600,100,0.5,0,pess,0.001,1.324283273619446
ts,3,600,100,0.5,0,pess,0.01,1.3243728960621868
ts,3,600,100,0.5,0,pess,0.1,1.3206058671307714
ts,3,600,100,0.5,0,pess,0.2,1.3241605983029918
ts,3,600,100,0.5,0,pess,0.5,1.325076858702196
ts,3,600,100,0.5,0,pess,1.0,1.3242738391889592
ts,3,600,100,0.5,0,pess,5.0,1.3199068875739566
ts,3,600,100,0.5,0,pess,10.0,1.3242738391889592
ts,3,600,100,0.8,0,greedy,0.0,1.3207303920473548
ts,3,600,100,0.8,0,pess,0.001,1.3276286417851548
ts,3,600,100,0.8,0,pess,0.01,1.3263191959585283
ts,3,600,100,0.8,0,pess,0.1,1.327897275327164
ts,3,600,100,0.8,0,pess,0.2,1.325404158654912
ts,3,600,100,0.8,0,pess,0.5,1.32375830467176
ts,3,600,100,0.8,0,pess,1.0,1.3263191959585283
ts,3,600,100,0.8,0,pess,5.0,1.3240269382137693
ts,3,600,100,0.8,0,pess,10.0,1.3243290286622387
